"","artist_name","album_name","track_id","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","track_name","key_name","mode_name","key_mode","popularity"
"29","Serdar Ortaç","Gıybet","0exs9naovUPDtd9rEyB3tC","2016-05-11",0.76,0.884,2,-4.579,0,0.057,0.0541,0,0.224,0.579,127.976,4,200687,"Çakal","D","minor","D minor",22
"30","Serdar Ortaç","Gıybet","2874PamQHJSwPyzYqSakm0","2016-05-11",0.751,0.786,1,-5.013,1,0.074,0.0315,2.67e-06,0.123,0.453,104.059,4,196871,"Sultan","C#","major","C# major",19
"31","Serdar Ortaç","Gıybet","659Ggojk5Rgqujluu6ib4u","2016-05-11",0.658,0.718,1,-6.117,0,0.0292,0.244,2.71e-06,0.247,0.642,131.969,4,281083,"Harap","C#","minor","C# minor",37
"32","Serdar Ortaç","Gıybet","5H7iOc2YfeS8183xX8fG9P","2016-05-11",0.566,0.62,0,-7.563,0,0.045,0.136,0,0.135,0.495,153.779,4,302805,"Kalleş","C","minor","C minor",22
"33","Serdar Ortaç","Gıybet","1YaOdawdTsNmrYVu5A5613","2016-05-11",0.468,0.731,11,-5.966,0,0.0562,0.365,0,0.158,0.348,73.933,4,214762,"Yarım Gitti","B","minor","B minor",16
"34","Serdar Ortaç","Gıybet","5r786Dsjd6BxC1mBmO8jQd","2016-05-11",0.587,0.638,5,-7.406,0,0.0421,0.125,1.66e-06,0.305,0.531,82.963,4,328852,"Tatlı Belam","F","minor","F minor",17
"35","Serdar Ortaç","Gıybet","5ZQ6mgCwCJPFDNIZy8levb","2016-05-11",0.815,0.885,11,-5.52,0,0.0417,0.00651,0.369,0.0212,0.825,121.02,4,192240,"Gıybet","B","minor","B minor",36
"36","Serdar Ortaç","Gıybet","2HdK4ue8BYl7ROwrs2J0hN","2016-05-11",0.753,0.916,11,-6.563,0,0.0478,0.000768,0.00299,0.192,0.885,126.977,4,207901,"Fakir","B","minor","B minor",14
"37","Serdar Ortaç","Gıybet","74JM1Uxe6EFzmlKgD1jUcy","2016-05-11",0.646,0.946,7,-2.997,1,0.0373,0.302,0.000124,0.0811,0.846,98.004,4,215475,"Abi","G","major","G major",16
"38","Serdar Ortaç","Gıybet","1Uwt893O05ISUzuNWBzo8D","2016-05-11",0.667,0.919,8,-4.055,1,0.0583,0.0433,0.00012,0.165,0.905,114.981,4,241956,"Sulu Göz","G#","major","G# major",27
"39","Serdar Ortaç","Gıybet","0OJKSaURLn4DecQDdmaKmv","2016-05-11",0.76,0.884,2,-4.579,0,0.057,0.0541,0,0.224,0.579,127.976,4,200687,"Çakal","D","minor","D minor",13
"40","Serdar Ortaç","Gıybet","1zxpsONFk0Wt1YZakVJeGg","2016-05-11",0.751,0.786,1,-5.013,1,0.074,0.0315,2.67e-06,0.123,0.453,104.059,4,196871,"Sultan","C#","major","C# major",11
"41","Serdar Ortaç","Gıybet","1bBI3k9QYw9GUm67VEpRGR","2016-05-11",0.658,0.718,1,-6.117,0,0.0292,0.244,2.71e-06,0.247,0.642,131.969,4,281083,"Harap","C#","minor","C# minor",22
"42","Serdar Ortaç","Gıybet","0yQqhh5m0QzyuxrG1jXkgX","2016-05-11",0.566,0.62,0,-7.563,0,0.045,0.136,0,0.135,0.495,153.779,4,302805,"Kalleş","C","minor","C minor",11
"43","Serdar Ortaç","Gıybet","3fO0aqP6XgiyXoife3gIm8","2016-05-11",0.468,0.731,11,-5.966,0,0.0562,0.365,0,0.158,0.348,73.933,4,214762,"Yarım Gitti","B","minor","B minor",7
"44","Serdar Ortaç","Gıybet","7GK46omTcmKUz3VnsMPWJk","2016-05-11",0.587,0.638,5,-7.406,0,0.0421,0.125,1.66e-06,0.305,0.531,82.963,4,328852,"Tatlı Belam","F","minor","F minor",9
"45","Serdar Ortaç","Çek Elini Kalbimden","0Lh4aOca7zjfKN3vDxRQCv","2015-08-30",0.697,0.798,0,-6.929,1,0.0358,0.00461,0.00181,0.345,0.762,124.993,4,225906,"Konuş Yüzüme","C","major","C major",14
"46","Serdar Ortaç","Çek Elini Kalbimden","1LgQxoDC9Am0rFfpXTQ00m","2015-08-30",0.636,0.913,11,-5.875,0,0.0693,0.00943,1.55e-06,0.0803,0.57,127.984,4,296777,"Nankör","B","minor","B minor",15
"47","Serdar Ortaç","Çek Elini Kalbimden","0YUQFA3wgc9r4p3sFgQMHu","2015-08-30",0.793,0.867,6,-4.946,0,0.219,0.16,0,0.12,0.88,105.955,4,230493,"Balım","F#","minor","F# minor",22
"48","Serdar Ortaç","Çek Elini Kalbimden","02TI80tv5JRwSyK4EZlTdZ","2015-08-30",0.634,0.809,7,-8.174,1,0.0459,0.00404,0.0208,0.267,0.601,127.988,4,292339,"Yatsıya Kadar","G","major","G major",3
"49","Serdar Ortaç","Çek Elini Kalbimden","5lhjviNJpJn3DAJYwwojeI","2015-08-30",0.271,0.922,7,-5.79,1,0.0611,0.111,2.42e-06,0.0999,0.628,89.522,3,230993,"Yerin Altı","G","major","G major",4
"50","Serdar Ortaç","Çek Elini Kalbimden","5rl3j4T1u7bijXJIGvrKj7","2015-08-30",0.661,0.913,4,-6.908,0,0.0359,0.104,0.000191,0.267,0.967,130.118,4,182114,"İri Kıyım","E","minor","E minor",3
"51","Serdar Ortaç","Çek Elini Kalbimden","11vC1u3TRRCfuBwPcBllut","2015-08-30",0.656,0.905,6,-6.97,0,0.0435,0.0124,0.000245,0.24,0.717,129.077,4,242578,"Korktum","F#","minor","F# minor",4
"52","Serdar Ortaç","Çek Elini Kalbimden","3OYCzu6vlBZu16e4KVXKnF","2015-08-30",0.663,0.887,0,-6.482,0,0.0567,0.0138,0,0.532,0.808,127.97,4,219406,"Çok Yazık Sana","C","minor","C minor",7
"53","Serdar Ortaç","Çek Elini Kalbimden","0TnwmhuzhGyU52wZGKmAgQ","2015-08-30",0.573,0.782,11,-7.609,0,0.0895,0.199,2.37e-06,0.341,0.484,130.1,4,268933,"Rahvan","B","minor","B minor",2
"54","Serdar Ortaç","Çek Elini Kalbimden","0byhNwVFPxky7ufihYBc9d","2015-08-30",0.548,0.403,10,-9.722,0,0.0326,0.598,0,0.129,0.418,101.393,4,259095,"Dedin Yok","A#","minor","A# minor",2
"55","Serdar Ortaç","Çek Elini Kalbimden","5UZIdusMskiMmXP8PglQjG","2015-05-06",0.697,0.798,0,-6.929,1,0.0358,0.00461,0.00181,0.345,0.762,124.993,4,225906,"Konuş Yüzüme","C","major","C major",14
"56","Serdar Ortaç","Çek Elini Kalbimden","2nFRVvtWDg13sc7tJiHnGF","2015-05-06",0.636,0.913,11,-5.875,0,0.0693,0.00943,1.55e-06,0.0803,0.57,127.984,4,296777,"Nankör","B","minor","B minor",12
"57","Serdar Ortaç","Çek Elini Kalbimden","5vnzC1RhXSKHMR6vr0R2Za","2015-05-06",0.793,0.867,6,-4.946,0,0.219,0.16,0,0.12,0.88,105.955,4,230493,"Balım","F#","minor","F# minor",17
"58","Serdar Ortaç","Çek Elini Kalbimden","2Q1dyAadAz6uUM0y7X7bdT","2015-05-06",0.634,0.809,7,-8.174,1,0.0459,0.00404,0.0208,0.267,0.601,127.988,4,292339,"Yatsıya Kadar","G","major","G major",0
"59","Serdar Ortaç","Çek Elini Kalbimden","7COWonwPr3lDgtbQNl7voU","2015-05-06",0.271,0.922,7,-5.79,1,0.0611,0.111,2.42e-06,0.0999,0.628,89.522,3,230993,"Yerin Altı","G","major","G major",1
"60","Serdar Ortaç","Çek Elini Kalbimden","7fn3v1znRUh9qYiZBO2l8O","2015-05-06",0.661,0.913,4,-6.908,0,0.0359,0.104,0.000191,0.267,0.967,130.118,4,182114,"İri Kıyım","E","minor","E minor",0
"61","Serdar Ortaç","Çek Elini Kalbimden","3SpWBqV200NARwPvMELgco","2015-05-06",0.656,0.905,6,-6.97,0,0.0435,0.0124,0.000245,0.24,0.717,129.077,4,242578,"Korktum","F#","minor","F# minor",1
"62","Serdar Ortaç","Çek Elini Kalbimden","2lmOYnq164Etk3nWgtOmu4","2015-05-06",0.663,0.887,0,-6.482,0,0.0567,0.0138,0,0.532,0.808,127.97,4,219406,"Çok Yazık Sana","C","minor","C minor",3
"63","Serdar Ortaç","Çek Elini Kalbimden","4XZJJGV0haB2fNazjSzXF7","2015-05-06",0.573,0.782,11,-7.609,0,0.0895,0.199,2.37e-06,0.341,0.484,130.1,4,268933,"Rahvan","B","minor","B minor",0
"64","Serdar Ortaç","Çek Elini Kalbimden","6VJsqDkwIShjyyVleTZFV3","2015-05-06",0.548,0.403,10,-9.722,0,0.0326,0.598,0,0.129,0.418,101.393,4,259095,"Dedin Yok","A#","minor","A# minor",2
"65","Serdar Ortaç","Çek Elini Kalbimden","59yB4GQYqjfDho4699wdsU","2015-05-06",0.697,0.798,0,-6.929,1,0.0358,0.00461,0.00181,0.345,0.762,124.993,4,225906,"Konuş Yüzüme","C","major","C major",26
"66","Serdar Ortaç","Çek Elini Kalbimden","0EOOhkSSdoS0PhR9xy7RvG","2015-05-06",0.636,0.913,11,-5.875,0,0.0693,0.00943,1.55e-06,0.0803,0.57,127.984,4,296777,"Nankör","B","minor","B minor",33
"67","Serdar Ortaç","Çek Elini Kalbimden","7mI162PUGvFw0VLpcKIUMN","2015-05-06",0.793,0.867,6,-4.946,0,0.219,0.16,0,0.12,0.88,105.955,4,230493,"Balım","F#","minor","F# minor",36
"68","Serdar Ortaç","Çek Elini Kalbimden","3aTMgZ7I319C7wtEUT1p9c","2015-05-06",0.634,0.809,7,-8.174,1,0.0459,0.00404,0.0208,0.267,0.601,127.988,4,292339,"Yatsıya Kadar","G","major","G major",7
"69","Serdar Ortaç","Çek Elini Kalbimden","4qtnuk2Vut2PU1gFDJv9b0","2015-05-06",0.271,0.922,7,-5.79,1,0.0611,0.111,2.42e-06,0.0999,0.628,89.522,3,230993,"Yerin Altı","G","major","G major",6
"70","Serdar Ortaç","Çek Elini Kalbimden","21vYtKSHpzxy0wgJlwMlPe","2015-05-06",0.661,0.913,4,-6.908,0,0.0359,0.104,0.000191,0.267,0.967,130.118,4,182114,"İri Kıyım","E","minor","E minor",6
"71","Serdar Ortaç","Çek Elini Kalbimden","3F9FA2SVpwpuDLq2SlmVDP","2015-05-06",0.656,0.905,6,-6.97,0,0.0435,0.0124,0.000245,0.24,0.717,129.077,4,242578,"Korktum","F#","minor","F# minor",11
"72","Serdar Ortaç","Çek Elini Kalbimden","7yCMvXplC52ZQj5uQiqmlG","2015-05-06",0.663,0.887,0,-6.482,0,0.0567,0.0138,0,0.532,0.808,127.97,4,219406,"Çok Yazık Sana","C","minor","C minor",11
"73","Serdar Ortaç","Çek Elini Kalbimden","3UzlGnJrBGkRucg9U8kCsW","2015-05-06",0.573,0.782,11,-7.609,0,0.0895,0.199,2.37e-06,0.341,0.484,130.1,4,268933,"Rahvan","B","minor","B minor",5
"74","Serdar Ortaç","Çek Elini Kalbimden","0kbwzz64HBZ9Y7QovS13jM","2015-05-06",0.548,0.403,10,-9.722,0,0.0326,0.598,0,0.129,0.418,101.393,4,259095,"Dedin Yok","A#","minor","A# minor",7
"75","Serdar Ortaç","Çek Elini Kalbimden","1eHrpLZ8DuYS48qBgnNRso","2015",0.697,0.798,0,-6.929,1,0.0358,0.00461,0.00181,0.345,0.762,124.993,4,225906,"Konuş Yüzüme","C","major","C major",39
"76","Serdar Ortaç","Çek Elini Kalbimden","30YbsVUOFZueM4tO7BLBCP","2015",0.636,0.913,11,-5.875,0,0.0693,0.00943,1.55e-06,0.0803,0.57,127.984,4,296777,"Nankör","B","minor","B minor",53
"77","Serdar Ortaç","Çek Elini Kalbimden","043PKBzrTOEO1Q2aXOrmmQ","2015",0.793,0.867,6,-4.946,0,0.219,0.16,0,0.12,0.88,105.955,4,230493,"Balım","F#","minor","F# minor",44
"78","Serdar Ortaç","Çek Elini Kalbimden","6N4H03wOdYRku9k4I9AnGa","2015",0.634,0.809,7,-8.174,1,0.0459,0.00404,0.0208,0.267,0.601,127.988,4,292339,"Yatsıya Kadar","G","major","G major",15
"79","Serdar Ortaç","Çek Elini Kalbimden","2bAp7TvFup5gPKNZoaD9SR","2015",0.271,0.922,7,-5.79,1,0.0611,0.111,2.42e-06,0.0999,0.628,89.522,3,230993,"Yerin Altı","G","major","G major",15
"80","Serdar Ortaç","Çek Elini Kalbimden","6mTu3MMLN4qQ7if5vFJRz1","2015",0.661,0.913,4,-6.908,0,0.0359,0.104,0.000191,0.267,0.967,130.118,4,182114,"İri Kıyım","E","minor","E minor",13
"81","Serdar Ortaç","Çek Elini Kalbimden","4F1kG5cmH5zxN9wfvuQeei","2015",0.656,0.905,6,-6.97,0,0.0435,0.0124,0.000245,0.24,0.717,129.077,4,242578,"Korktum","F#","minor","F# minor",16
"82","Serdar Ortaç","Çek Elini Kalbimden","41A5tUe6UInpvIy0MUEW41","2015",0.663,0.887,0,-6.482,0,0.0567,0.0138,0,0.532,0.808,127.97,4,219406,"Çok Yazık Sana","C","minor","C minor",19
"83","Serdar Ortaç","Çek Elini Kalbimden","6F9XZrjYCVvXIP3pQoakmG","2015",0.573,0.782,11,-7.609,0,0.0895,0.199,2.37e-06,0.341,0.484,130.1,4,268933,"Rahvan","B","minor","B minor",12
"84","Serdar Ortaç","Çek Elini Kalbimden","4bOepaEJoOtiwsU7RhjpVo","2015",0.548,0.403,10,-9.722,0,0.0326,0.598,0,0.129,0.418,101.393,4,259095,"Dedin Yok","A#","minor","A# minor",13
"85","Serdar Ortaç","20. Yıl Bana Göre Aşk","6watqOyOHdImiBIFEBbwsm","2014-06-02",0.641,0.899,5,-6.509,0,0.0613,0.00198,0.000238,0.32,0.672,129.99,4,199241,"Tanrım","F","minor","F minor",20
"86","Serdar Ortaç","20. Yıl Bana Göre Aşk","0R4ZshOFoDeQMUzhXamY9x","2014-06-02",0.735,0.893,1,-7.139,0,0.0937,0.0932,1.8e-06,0.373,0.686,100.066,4,246632,"Bana Göre Aşk Yok","C#","minor","C# minor",37
"87","Serdar Ortaç","20. Yıl Bana Göre Aşk","40UBmNkBVusQdHVDlf7RIM","2014-06-02",0.639,0.861,9,-8.064,0,0.0402,0.0409,0.00434,0.284,0.824,129.981,4,240844,"Bereketsiz","A","minor","A minor",12
"88","Serdar Ortaç","20. Yıl Bana Göre Aşk","3Tgy5TEXFItiVSirjeGDVK","2014-06-02",0.765,0.819,5,-7.026,0,0.0458,0.0293,0.00245,0.256,0.84,124.059,4,226785,"Acılarımız Bir","F","minor","F minor",17
"89","Serdar Ortaç","20. Yıl Bana Göre Aşk","1eb1cfze9NcEVzNIsSRpSw","2014-06-02",0.562,0.883,9,-6.788,0,0.292,0.044,3.57e-05,0.0299,0.638,126.915,4,248202,"Hasret","A","minor","A minor",11
"90","Serdar Ortaç","20. Yıl Bana Göre Aşk","64qXDrcIaO5TVuPvGPgrlL","2014-06-02",0.439,0.706,2,-8.19,1,0.11,0.0459,3e-04,0.0813,0.789,170.08,4,188300,"Şantaj","D","major","D major",10
"91","Serdar Ortaç","20. Yıl Bana Göre Aşk","0FuhElW2cvnLWIcImVTQ1B","2014-06-02",0.722,0.87,2,-6.063,0,0.063,0.0432,1.03e-06,0.138,0.74,122.063,4,261132,"Aşk Mı Lazım?","D","minor","D minor",13
"92","Serdar Ortaç","20. Yıl Bana Göre Aşk","3GOOze5CuVs2Ig5mHBjSH2","2014-06-02",0.688,0.905,3,-7.115,0,0.0714,0.0602,5.02e-05,0.0902,0.831,130.026,4,236000,"Unutursun","D#","minor","D# minor",11
"93","Serdar Ortaç","20. Yıl Bana Göre Aşk","6dwfaloRaClu6xULfvoMdN","2014-06-02",0.7,0.913,7,-6.581,1,0.0517,0.00857,0.00145,0.352,0.695,120.023,4,230092,"İzin Ver Aşkım","G","major","G major",14
"94","Serdar Ortaç","20. Yıl Bana Göre Aşk","1zdshbWguYoQZXGU1yfr4O","2014-06-02",0.78,0.735,9,-8.441,0,0.0452,0.0776,1.77e-05,0.108,0.807,109.998,4,227195,"Aklım Kalbime Dost","A","minor","A minor",10
"95","Serdar Ortaç","20. Yıl Bana Göre Aşk","3smmz8E0sbbTiWAOwLgugY","2014-06-02",0.691,0.871,0,-5.629,0,0.184,0.2,5.05e-06,0.0726,0.715,108.046,4,242912,"Sefa","C","minor","C minor",14
"96","Serdar Ortaç","20. Yıl Bana Göre Aşk","1XUT9F0EOt2r6V3XnsiFdC","2014-06-02",0.587,0.694,9,-7.672,0,0.0351,0.135,5.69e-05,0.203,0.525,157.96,4,346656,"Bilmediğim Yerlerdesin","A","minor","A minor",11
"97","Serdar Ortaç","20. Yıl Bana Göre Aşk","0fWKCmesr8SRrqTI6KDeVr","2014-06-02",0.618,0.819,5,-4.682,1,0.0442,0.562,3.98e-05,0.476,0.671,140.001,4,346285,"Arıyorum","F","major","F major",10
"98","Serdar Ortaç","20. Yıl Bana Göre Aşk","754p0gQAGmSRwR5C9IUIgw","2014-06-02",0.578,0.519,2,-9.143,0,0.163,0.308,1.02e-06,0.152,0.462,73.079,4,278056,"Kadınım","D","minor","D minor",9
"99","Serdar Ortaç","20. Yıl Bana Göre Aşk","4yC9XX3rYVd9QZuHgKU6ZF","2014-05-26",0.641,0.899,5,-6.509,0,0.0613,0.00198,0.000238,0.32,0.672,129.99,4,199241,"Tanrım","F","minor","F minor",16
"100","Serdar Ortaç","20. Yıl Bana Göre Aşk","6U21nRYYtt9cIT6Mwx4WIW","2014-05-26",0.735,0.893,1,-7.139,0,0.0937,0.0932,1.8e-06,0.373,0.686,100.066,4,246632,"Bana Göre Aşk Yok","C#","minor","C# minor",20
"101","Serdar Ortaç","20. Yıl Bana Göre Aşk","3cEw2F2FwqMKP2sadiVOuz","2014-05-26",0.639,0.861,9,-8.064,0,0.0402,0.0409,0.00434,0.284,0.824,129.981,4,240844,"Bereketsiz","A","minor","A minor",6
"102","Serdar Ortaç","20. Yıl Bana Göre Aşk","7C2Ideu4v4Na5J2o4mFUiW","2014-05-26",0.765,0.819,5,-7.026,0,0.0458,0.0293,0.00245,0.256,0.84,124.059,4,226785,"Acılarımız Bir","F","minor","F minor",12
"103","Serdar Ortaç","20. Yıl Bana Göre Aşk","3rqiqeK3iLVKRRFhXFyJ2G","2014-05-26",0.562,0.883,9,-6.788,0,0.292,0.044,3.57e-05,0.0299,0.638,126.915,4,248202,"Hasret","A","minor","A minor",5
"104","Serdar Ortaç","20. Yıl Bana Göre Aşk","3nvEeZdZg04oQfzrXrUkQW","2014-05-26",0.439,0.706,2,-8.19,1,0.11,0.0459,3e-04,0.0813,0.789,170.08,4,188300,"Şantaj","D","major","D major",6
"105","Serdar Ortaç","20. Yıl Bana Göre Aşk","3jFbSsUzSbmweuIrHSjUa2","2014-05-26",0.722,0.87,2,-6.063,0,0.063,0.0432,1.03e-06,0.138,0.74,122.063,4,261132,"Aşk Mı Lazım?","D","minor","D minor",11
"106","Serdar Ortaç","20. Yıl Bana Göre Aşk","2MNnROz92TsHAzyyT8Ec6S","2014-05-26",0.688,0.905,3,-7.115,0,0.0714,0.0602,5.02e-05,0.0902,0.831,130.026,4,236000,"Unutursun","D#","minor","D# minor",5
"107","Serdar Ortaç","20. Yıl Bana Göre Aşk","4SeG0NUOFxvFY11TvsUzFV","2014-05-26",0.7,0.913,7,-6.581,1,0.0517,0.00857,0.00145,0.352,0.695,120.023,4,230092,"İzin Ver Aşkım","G","major","G major",9
"108","Serdar Ortaç","20. Yıl Bana Göre Aşk","39wHFH90gSTjcwrte6qi1r","2014-05-26",0.78,0.735,9,-8.441,0,0.0452,0.0776,1.77e-05,0.108,0.807,109.998,4,227195,"Aklım Kalbime Dost","A","minor","A minor",6
"109","Serdar Ortaç","20. Yıl Bana Göre Aşk","5blKhn81uBirZJ9QytfnEc","2014-05-26",0.691,0.871,0,-5.629,0,0.184,0.2,5.05e-06,0.0726,0.715,108.046,4,242912,"Sefa","C","minor","C minor",6
"110","Serdar Ortaç","20. Yıl Bana Göre Aşk","1gYv6hB87Lr9RAerspQfrW","2014-05-26",0.587,0.694,9,-7.672,0,0.0351,0.135,5.69e-05,0.203,0.525,157.96,4,346656,"Bilmediğim Yerlerdesin","A","minor","A minor",7
"111","Serdar Ortaç","20. Yıl Bana Göre Aşk","327a55xi7SV0IQP5y2smTk","2014-05-26",0.618,0.819,5,-4.682,1,0.0442,0.562,3.98e-05,0.476,0.671,140.001,4,346285,"Arıyorum","F","major","F major",11
"112","Serdar Ortaç","20. Yıl Bana Göre Aşk","7jZESoaahiVzO7Yhu2g10D","2014-05-26",0.578,0.519,2,-9.143,0,0.163,0.308,1.02e-06,0.152,0.462,73.079,4,278056,"Kadınım","D","minor","D minor",4
"113","Serdar Ortaç","Ray","6pVKh6raK180WxCUSJWaYW","2012-06-11",0.651,0.971,5,-3.631,0,0.0433,0.0927,0.00225,0.338,0.895,131.991,4,333635,"Üzecek Adam Çok","F","minor","F minor",19
"114","Serdar Ortaç","Ray","7yTYKMIXyAjxFuHZyPFUYV","2012-06-11",0.584,0.988,2,-3.326,0,0.0442,0.049,0.104,0.327,0.961,129.983,4,331990,"Ray","D","minor","D minor",10
